arm,arm_code,field,target_id,k,n_seeds,successes_out_of_3,success_rate,successful_seeds,first_observed_success_k,total_successes_out_of_42
control,C,email,C23-E,0,3,0,0.0,,6,25
control,C,email,C23-E,1,3,0,0.0,,6,25
control,C,email,C23-E,2,3,0,0.0,,6,25
control,C,email,C23-E,3,3,0,0.0,,6,25
control,C,email,C23-E,4,3,0,0.0,,6,25
control,C,email,C23-E,6,3,2,0.6666666666666666,42;2024,6,25
control,C,email,C23-E,8,3,2,0.6666666666666666,1337;2024,6,25
control,C,email,C23-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C23-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C23-S,0,3,0,0.0,,12,15
control,C,ssn,C23-S,1,3,0,0.0,,12,15
control,C,ssn,C23-S,2,3,0,0.0,,12,15
control,C,ssn,C23-S,3,3,0,0.0,,12,15
control,C,ssn,C23-S,4,3,0,0.0,,12,15
control,C,ssn,C23-S,6,3,0,0.0,,12,15
control,C,ssn,C23-S,8,3,0,0.0,,12,15
control,C,ssn,C23-S,12,3,1,0.3333333333333333,1337,12,15
control,C,ssn,C23-S,16,3,2,0.6666666666666666,42;1337,12,15
control,C,ssn,C23-S,20,3,2,0.6666666666666666,1337;2024,12,15
control,C,ssn,C23-S,24,3,3,1.0,42;1337;2024,12,15
control,C,ssn,C23-S,32,3,2,0.6666666666666666,42;2024,12,15
control,C,ssn,C23-S,48,3,3,1.0,42;1337;2024,12,15
control,C,ssn,C23-S,64,3,2,0.6666666666666666,42;2024,12,15
control,C,email,C06-E,0,3,0,0.0,,6,27
control,C,email,C06-E,1,3,0,0.0,,6,27
control,C,email,C06-E,2,3,0,0.0,,6,27
control,C,email,C06-E,3,3,0,0.0,,6,27
control,C,email,C06-E,4,3,0,0.0,,6,27
control,C,email,C06-E,6,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,8,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,12,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,16,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,20,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,24,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,32,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,48,3,3,1.0,42;1337;2024,6,27
control,C,email,C06-E,64,3,3,1.0,42;1337;2024,6,27
control,C,ssn,C06-S,0,3,0,0.0,,16,10
control,C,ssn,C06-S,1,3,0,0.0,,16,10
control,C,ssn,C06-S,2,3,0,0.0,,16,10
control,C,ssn,C06-S,3,3,0,0.0,,16,10
control,C,ssn,C06-S,4,3,0,0.0,,16,10
control,C,ssn,C06-S,6,3,0,0.0,,16,10
control,C,ssn,C06-S,8,3,0,0.0,,16,10
control,C,ssn,C06-S,12,3,0,0.0,,16,10
control,C,ssn,C06-S,16,3,2,0.6666666666666666,42;1337,16,10
control,C,ssn,C06-S,20,3,1,0.3333333333333333,1337,16,10
control,C,ssn,C06-S,24,3,1,0.3333333333333333,1337,16,10
control,C,ssn,C06-S,32,3,1,0.3333333333333333,2024,16,10
control,C,ssn,C06-S,48,3,2,0.6666666666666666,42;1337,16,10
control,C,ssn,C06-S,64,3,3,1.0,42;1337;2024,16,10
control,C,email,C18-E,0,3,0,0.0,,4,27
control,C,email,C18-E,1,3,0,0.0,,4,27
control,C,email,C18-E,2,3,0,0.0,,4,27
control,C,email,C18-E,3,3,0,0.0,,4,27
control,C,email,C18-E,4,3,1,0.3333333333333333,42,4,27
control,C,email,C18-E,6,3,2,0.6666666666666666,1337;2024,4,27
control,C,email,C18-E,8,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,12,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,16,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,20,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,24,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,32,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,48,3,3,1.0,42;1337;2024,4,27
control,C,email,C18-E,64,3,3,1.0,42;1337;2024,4,27
control,C,ssn,C18-S,0,3,0,0.0,,8,20
control,C,ssn,C18-S,1,3,0,0.0,,8,20
control,C,ssn,C18-S,2,3,0,0.0,,8,20
control,C,ssn,C18-S,3,3,0,0.0,,8,20
control,C,ssn,C18-S,4,3,0,0.0,,8,20
control,C,ssn,C18-S,6,3,0,0.0,,8,20
control,C,ssn,C18-S,8,3,1,0.3333333333333333,1337,8,20
control,C,ssn,C18-S,12,3,2,0.6666666666666666,1337;2024,8,20
control,C,ssn,C18-S,16,3,2,0.6666666666666666,42;2024,8,20
control,C,ssn,C18-S,20,3,3,1.0,42;1337;2024,8,20
control,C,ssn,C18-S,24,3,3,1.0,42;1337;2024,8,20
control,C,ssn,C18-S,32,3,3,1.0,42;1337;2024,8,20
control,C,ssn,C18-S,48,3,3,1.0,42;1337;2024,8,20
control,C,ssn,C18-S,64,3,3,1.0,42;1337;2024,8,20
control,C,email,C16-E,0,3,0,0.0,,6,25
control,C,email,C16-E,1,3,0,0.0,,6,25
control,C,email,C16-E,2,3,0,0.0,,6,25
control,C,email,C16-E,3,3,0,0.0,,6,25
control,C,email,C16-E,4,3,0,0.0,,6,25
control,C,email,C16-E,6,3,1,0.3333333333333333,42,6,25
control,C,email,C16-E,8,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C16-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C16-S,0,3,0,0.0,,16,16
control,C,ssn,C16-S,1,3,0,0.0,,16,16
control,C,ssn,C16-S,2,3,0,0.0,,16,16
control,C,ssn,C16-S,3,3,0,0.0,,16,16
control,C,ssn,C16-S,4,3,0,0.0,,16,16
control,C,ssn,C16-S,6,3,0,0.0,,16,16
control,C,ssn,C16-S,8,3,0,0.0,,16,16
control,C,ssn,C16-S,12,3,0,0.0,,16,16
control,C,ssn,C16-S,16,3,3,1.0,42;1337;2024,16,16
control,C,ssn,C16-S,20,3,2,0.6666666666666666,42;2024,16,16
control,C,ssn,C16-S,24,3,2,0.6666666666666666,42;1337,16,16
control,C,ssn,C16-S,32,3,3,1.0,42;1337;2024,16,16
control,C,ssn,C16-S,48,3,3,1.0,42;1337;2024,16,16
control,C,ssn,C16-S,64,3,3,1.0,42;1337;2024,16,16
control,C,email,C05-E,0,3,0,0.0,,12,20
control,C,email,C05-E,1,3,0,0.0,,12,20
control,C,email,C05-E,2,3,0,0.0,,12,20
control,C,email,C05-E,3,3,0,0.0,,12,20
control,C,email,C05-E,4,3,0,0.0,,12,20
control,C,email,C05-E,6,3,0,0.0,,12,20
control,C,email,C05-E,8,3,0,0.0,,12,20
control,C,email,C05-E,12,3,2,0.6666666666666666,1337;2024,12,20
control,C,email,C05-E,16,3,3,1.0,42;1337;2024,12,20
control,C,email,C05-E,20,3,3,1.0,42;1337;2024,12,20
control,C,email,C05-E,24,3,3,1.0,42;1337;2024,12,20
control,C,email,C05-E,32,3,3,1.0,42;1337;2024,12,20
control,C,email,C05-E,48,3,3,1.0,42;1337;2024,12,20
control,C,email,C05-E,64,3,3,1.0,42;1337;2024,12,20
control,C,ssn,C05-S,0,3,0,0.0,,8,15
control,C,ssn,C05-S,1,3,0,0.0,,8,15
control,C,ssn,C05-S,2,3,0,0.0,,8,15
control,C,ssn,C05-S,3,3,0,0.0,,8,15
control,C,ssn,C05-S,4,3,0,0.0,,8,15
control,C,ssn,C05-S,6,3,0,0.0,,8,15
control,C,ssn,C05-S,8,3,1,0.3333333333333333,1337,8,15
control,C,ssn,C05-S,12,3,0,0.0,,8,15
control,C,ssn,C05-S,16,3,2,0.6666666666666666,42;1337,8,15
control,C,ssn,C05-S,20,3,2,0.6666666666666666,1337;2024,8,15
control,C,ssn,C05-S,24,3,2,0.6666666666666666,1337;2024,8,15
control,C,ssn,C05-S,32,3,3,1.0,42;1337;2024,8,15
control,C,ssn,C05-S,48,3,2,0.6666666666666666,42;1337,8,15
control,C,ssn,C05-S,64,3,3,1.0,42;1337;2024,8,15
control,C,email,C11-E,0,3,0,0.0,,6,25
control,C,email,C11-E,1,3,0,0.0,,6,25
control,C,email,C11-E,2,3,0,0.0,,6,25
control,C,email,C11-E,3,3,0,0.0,,6,25
control,C,email,C11-E,4,3,0,0.0,,6,25
control,C,email,C11-E,6,3,2,0.6666666666666666,42;1337,6,25
control,C,email,C11-E,8,3,2,0.6666666666666666,42;2024,6,25
control,C,email,C11-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C11-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C11-S,0,3,0,0.0,,12,17
control,C,ssn,C11-S,1,3,0,0.0,,12,17
control,C,ssn,C11-S,2,3,0,0.0,,12,17
control,C,ssn,C11-S,3,3,0,0.0,,12,17
control,C,ssn,C11-S,4,3,0,0.0,,12,17
control,C,ssn,C11-S,6,3,0,0.0,,12,17
control,C,ssn,C11-S,8,3,0,0.0,,12,17
control,C,ssn,C11-S,12,3,2,0.6666666666666666,1337;2024,12,17
control,C,ssn,C11-S,16,3,2,0.6666666666666666,1337;2024,12,17
control,C,ssn,C11-S,20,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C11-S,24,3,2,0.6666666666666666,42;2024,12,17
control,C,ssn,C11-S,32,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C11-S,48,3,2,0.6666666666666666,42;2024,12,17
control,C,ssn,C11-S,64,3,3,1.0,42;1337;2024,12,17
control,C,email,C02-E,0,3,0,0.0,,6,26
control,C,email,C02-E,1,3,0,0.0,,6,26
control,C,email,C02-E,2,3,0,0.0,,6,26
control,C,email,C02-E,3,3,0,0.0,,6,26
control,C,email,C02-E,4,3,0,0.0,,6,26
control,C,email,C02-E,6,3,2,0.6666666666666666,42;1337,6,26
control,C,email,C02-E,8,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,12,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,16,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,20,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,24,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,32,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,48,3,3,1.0,42;1337;2024,6,26
control,C,email,C02-E,64,3,3,1.0,42;1337;2024,6,26
control,C,ssn,C02-S,0,3,0,0.0,,12,17
control,C,ssn,C02-S,1,3,0,0.0,,12,17
control,C,ssn,C02-S,2,3,0,0.0,,12,17
control,C,ssn,C02-S,3,3,0,0.0,,12,17
control,C,ssn,C02-S,4,3,0,0.0,,12,17
control,C,ssn,C02-S,6,3,0,0.0,,12,17
control,C,ssn,C02-S,8,3,0,0.0,,12,17
control,C,ssn,C02-S,12,3,2,0.6666666666666666,1337;2024,12,17
control,C,ssn,C02-S,16,3,1,0.3333333333333333,42,12,17
control,C,ssn,C02-S,20,3,2,0.6666666666666666,42;1337,12,17
control,C,ssn,C02-S,24,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C02-S,32,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C02-S,48,3,3,1.0,42;1337;2024,12,17
control,C,ssn,C02-S,64,3,3,1.0,42;1337;2024,12,17
control,C,email,C25-E,0,3,0,0.0,,8,23
control,C,email,C25-E,1,3,0,0.0,,8,23
control,C,email,C25-E,2,3,0,0.0,,8,23
control,C,email,C25-E,3,3,0,0.0,,8,23
control,C,email,C25-E,4,3,0,0.0,,8,23
control,C,email,C25-E,6,3,0,0.0,,8,23
control,C,email,C25-E,8,3,2,0.6666666666666666,1337;2024,8,23
control,C,email,C25-E,12,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,16,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,20,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,24,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,32,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,48,3,3,1.0,42;1337;2024,8,23
control,C,email,C25-E,64,3,3,1.0,42;1337;2024,8,23
control,C,ssn,C25-S,0,3,0,0.0,,12,15
control,C,ssn,C25-S,1,3,0,0.0,,12,15
control,C,ssn,C25-S,2,3,0,0.0,,12,15
control,C,ssn,C25-S,3,3,0,0.0,,12,15
control,C,ssn,C25-S,4,3,0,0.0,,12,15
control,C,ssn,C25-S,6,3,0,0.0,,12,15
control,C,ssn,C25-S,8,3,0,0.0,,12,15
control,C,ssn,C25-S,12,3,2,0.6666666666666666,42;2024,12,15
control,C,ssn,C25-S,16,3,1,0.3333333333333333,42,12,15
control,C,ssn,C25-S,20,3,2,0.6666666666666666,42;1337,12,15
control,C,ssn,C25-S,24,3,3,1.0,42;1337;2024,12,15
control,C,ssn,C25-S,32,3,2,0.6666666666666666,42;2024,12,15
control,C,ssn,C25-S,48,3,3,1.0,42;1337;2024,12,15
control,C,ssn,C25-S,64,3,2,0.6666666666666666,42;2024,12,15
control,C,email,C01-E,0,3,0,0.0,,6,25
control,C,email,C01-E,1,3,0,0.0,,6,25
control,C,email,C01-E,2,3,0,0.0,,6,25
control,C,email,C01-E,3,3,0,0.0,,6,25
control,C,email,C01-E,4,3,0,0.0,,6,25
control,C,email,C01-E,6,3,1,0.3333333333333333,1337,6,25
control,C,email,C01-E,8,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C01-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C01-S,0,3,0,0.0,,16,14
control,C,ssn,C01-S,1,3,0,0.0,,16,14
control,C,ssn,C01-S,2,3,0,0.0,,16,14
control,C,ssn,C01-S,3,3,0,0.0,,16,14
control,C,ssn,C01-S,4,3,0,0.0,,16,14
control,C,ssn,C01-S,6,3,0,0.0,,16,14
control,C,ssn,C01-S,8,3,0,0.0,,16,14
control,C,ssn,C01-S,12,3,0,0.0,,16,14
control,C,ssn,C01-S,16,3,1,0.3333333333333333,2024,16,14
control,C,ssn,C01-S,20,3,1,0.3333333333333333,2024,16,14
control,C,ssn,C01-S,24,3,3,1.0,42;1337;2024,16,14
control,C,ssn,C01-S,32,3,3,1.0,42;1337;2024,16,14
control,C,ssn,C01-S,48,3,3,1.0,42;1337;2024,16,14
control,C,ssn,C01-S,64,3,3,1.0,42;1337;2024,16,14
control,C,email,C09-E,0,3,0,0.0,,6,25
control,C,email,C09-E,1,3,0,0.0,,6,25
control,C,email,C09-E,2,3,0,0.0,,6,25
control,C,email,C09-E,3,3,0,0.0,,6,25
control,C,email,C09-E,4,3,0,0.0,,6,25
control,C,email,C09-E,6,3,1,0.3333333333333333,42,6,25
control,C,email,C09-E,8,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C09-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C09-S,0,3,0,0.0,,8,11
control,C,ssn,C09-S,1,3,0,0.0,,8,11
control,C,ssn,C09-S,2,3,0,0.0,,8,11
control,C,ssn,C09-S,3,3,0,0.0,,8,11
control,C,ssn,C09-S,4,3,0,0.0,,8,11
control,C,ssn,C09-S,6,3,0,0.0,,8,11
control,C,ssn,C09-S,8,3,1,0.3333333333333333,2024,8,11
control,C,ssn,C09-S,12,3,0,0.0,,8,11
control,C,ssn,C09-S,16,3,0,0.0,,8,11
control,C,ssn,C09-S,20,3,1,0.3333333333333333,2024,8,11
control,C,ssn,C09-S,24,3,2,0.6666666666666666,1337;2024,8,11
control,C,ssn,C09-S,32,3,2,0.6666666666666666,1337;2024,8,11
control,C,ssn,C09-S,48,3,2,0.6666666666666666,42;1337,8,11
control,C,ssn,C09-S,64,3,3,1.0,42;1337;2024,8,11
control,C,email,C20-E,0,3,0,0.0,,6,25
control,C,email,C20-E,1,3,0,0.0,,6,25
control,C,email,C20-E,2,3,0,0.0,,6,25
control,C,email,C20-E,3,3,0,0.0,,6,25
control,C,email,C20-E,4,3,0,0.0,,6,25
control,C,email,C20-E,6,3,1,0.3333333333333333,1337,6,25
control,C,email,C20-E,8,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C20-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C20-S,0,3,0,0.0,,16,15
control,C,ssn,C20-S,1,3,0,0.0,,16,15
control,C,ssn,C20-S,2,3,0,0.0,,16,15
control,C,ssn,C20-S,3,3,0,0.0,,16,15
control,C,ssn,C20-S,4,3,0,0.0,,16,15
control,C,ssn,C20-S,6,3,0,0.0,,16,15
control,C,ssn,C20-S,8,3,0,0.0,,16,15
control,C,ssn,C20-S,12,3,0,0.0,,16,15
control,C,ssn,C20-S,16,3,1,0.3333333333333333,2024,16,15
control,C,ssn,C20-S,20,3,2,0.6666666666666666,1337;2024,16,15
control,C,ssn,C20-S,24,3,3,1.0,42;1337;2024,16,15
control,C,ssn,C20-S,32,3,3,1.0,42;1337;2024,16,15
control,C,ssn,C20-S,48,3,3,1.0,42;1337;2024,16,15
control,C,ssn,C20-S,64,3,3,1.0,42;1337;2024,16,15
control,C,email,C04-E,0,3,0,0.0,,6,27
control,C,email,C04-E,1,3,0,0.0,,6,27
control,C,email,C04-E,2,3,0,0.0,,6,27
control,C,email,C04-E,3,3,0,0.0,,6,27
control,C,email,C04-E,4,3,0,0.0,,6,27
control,C,email,C04-E,6,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,8,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,12,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,16,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,20,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,24,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,32,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,48,3,3,1.0,42;1337;2024,6,27
control,C,email,C04-E,64,3,3,1.0,42;1337;2024,6,27
control,C,ssn,C04-S,0,3,0,0.0,,12,19
control,C,ssn,C04-S,1,3,0,0.0,,12,19
control,C,ssn,C04-S,2,3,0,0.0,,12,19
control,C,ssn,C04-S,3,3,0,0.0,,12,19
control,C,ssn,C04-S,4,3,0,0.0,,12,19
control,C,ssn,C04-S,6,3,0,0.0,,12,19
control,C,ssn,C04-S,8,3,0,0.0,,12,19
control,C,ssn,C04-S,12,3,2,0.6666666666666666,42;2024,12,19
control,C,ssn,C04-S,16,3,2,0.6666666666666666,42;1337,12,19
control,C,ssn,C04-S,20,3,3,1.0,42;1337;2024,12,19
control,C,ssn,C04-S,24,3,3,1.0,42;1337;2024,12,19
control,C,ssn,C04-S,32,3,3,1.0,42;1337;2024,12,19
control,C,ssn,C04-S,48,3,3,1.0,42;1337;2024,12,19
control,C,ssn,C04-S,64,3,3,1.0,42;1337;2024,12,19
control,C,email,C17-E,0,3,0,0.0,,6,25
control,C,email,C17-E,1,3,0,0.0,,6,25
control,C,email,C17-E,2,3,0,0.0,,6,25
control,C,email,C17-E,3,3,0,0.0,,6,25
control,C,email,C17-E,4,3,0,0.0,,6,25
control,C,email,C17-E,6,3,1,0.3333333333333333,42,6,25
control,C,email,C17-E,8,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,12,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,16,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,20,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,24,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,32,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,48,3,3,1.0,42;1337;2024,6,25
control,C,email,C17-E,64,3,3,1.0,42;1337;2024,6,25
control,C,ssn,C17-S,0,3,0,0.0,,8,11
control,C,ssn,C17-S,1,3,0,0.0,,8,11
control,C,ssn,C17-S,2,3,0,0.0,,8,11
control,C,ssn,C17-S,3,3,0,0.0,,8,11
control,C,ssn,C17-S,4,3,0,0.0,,8,11
control,C,ssn,C17-S,6,3,0,0.0,,8,11
control,C,ssn,C17-S,8,3,1,0.3333333333333333,1337,8,11
control,C,ssn,C17-S,12,3,0,0.0,,8,11
control,C,ssn,C17-S,16,3,1,0.3333333333333333,42,8,11
control,C,ssn,C17-S,20,3,1,0.3333333333333333,1337,8,11
control,C,ssn,C17-S,24,3,0,0.0,,8,11
control,C,ssn,C17-S,32,3,2,0.6666666666666666,1337;2024,8,11
control,C,ssn,C17-S,48,3,3,1.0,42;1337;2024,8,11
control,C,ssn,C17-S,64,3,3,1.0,42;1337;2024,8,11
control,C,email,C21-E,0,3,0,0.0,,4,28
control,C,email,C21-E,1,3,0,0.0,,4,28
control,C,email,C21-E,2,3,0,0.0,,4,28
control,C,email,C21-E,3,3,0,0.0,,4,28
control,C,email,C21-E,4,3,1,0.3333333333333333,42,4,28
control,C,email,C21-E,6,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,8,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,12,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,16,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,20,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,24,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,32,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,48,3,3,1.0,42;1337;2024,4,28
control,C,email,C21-E,64,3,3,1.0,42;1337;2024,4,28
control,C,ssn,C21-S,0,3,0,0.0,,16,10
control,C,ssn,C21-S,1,3,0,0.0,,16,10
control,C,ssn,C21-S,2,3,0,0.0,,16,10
control,C,ssn,C21-S,3,3,0,0.0,,16,10
control,C,ssn,C21-S,4,3,0,0.0,,16,10
control,C,ssn,C21-S,6,3,0,0.0,,16,10
control,C,ssn,C21-S,8,3,0,0.0,,16,10
control,C,ssn,C21-S,12,3,0,0.0,,16,10
control,C,ssn,C21-S,16,3,2,0.6666666666666666,1337;2024,16,10
control,C,ssn,C21-S,20,3,2,0.6666666666666666,42;1337,16,10
control,C,ssn,C21-S,24,3,0,0.0,,16,10
control,C,ssn,C21-S,32,3,2,0.6666666666666666,42;1337,16,10
control,C,ssn,C21-S,48,3,1,0.3333333333333333,42,16,10
control,C,ssn,C21-S,64,3,3,1.0,42;1337;2024,16,10
control,C,email,C19-E,0,3,0,0.0,,6,26
control,C,email,C19-E,1,3,0,0.0,,6,26
control,C,email,C19-E,2,3,0,0.0,,6,26
control,C,email,C19-E,3,3,0,0.0,,6,26
control,C,email,C19-E,4,3,0,0.0,,6,26
control,C,email,C19-E,6,3,2,0.6666666666666666,42;1337,6,26
control,C,email,C19-E,8,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,12,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,16,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,20,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,24,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,32,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,48,3,3,1.0,42;1337;2024,6,26
control,C,email,C19-E,64,3,3,1.0,42;1337;2024,6,26
control,C,ssn,C19-S,0,3,0,0.0,,24,6
control,C,ssn,C19-S,1,3,0,0.0,,24,6
control,C,ssn,C19-S,2,3,0,0.0,,24,6
control,C,ssn,C19-S,3,3,0,0.0,,24,6
control,C,ssn,C19-S,4,3,0,0.0,,24,6
control,C,ssn,C19-S,6,3,0,0.0,,24,6
control,C,ssn,C19-S,8,3,0,0.0,,24,6
control,C,ssn,C19-S,12,3,0,0.0,,24,6
control,C,ssn,C19-S,16,3,0,0.0,,24,6
control,C,ssn,C19-S,20,3,0,0.0,,24,6
control,C,ssn,C19-S,24,3,1,0.3333333333333333,2024,24,6
control,C,ssn,C19-S,32,3,2,0.6666666666666666,42;1337,24,6
control,C,ssn,C19-S,48,3,0,0.0,,24,6
control,C,ssn,C19-S,64,3,3,1.0,42;1337;2024,24,6
control,C,email,C24-E,0,3,0,0.0,,6,26
control,C,email,C24-E,1,3,0,0.0,,6,26
control,C,email,C24-E,2,3,0,0.0,,6,26
control,C,email,C24-E,3,3,0,0.0,,6,26
control,C,email,C24-E,4,3,0,0.0,,6,26
control,C,email,C24-E,6,3,2,0.6666666666666666,1337;2024,6,26
control,C,email,C24-E,8,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,12,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,16,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,20,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,24,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,32,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,48,3,3,1.0,42;1337;2024,6,26
control,C,email,C24-E,64,3,3,1.0,42;1337;2024,6,26
control,C,ssn,C24-S,0,3,0,0.0,,12,16
control,C,ssn,C24-S,1,3,0,0.0,,12,16
control,C,ssn,C24-S,2,3,0,0.0,,12,16
control,C,ssn,C24-S,3,3,0,0.0,,12,16
control,C,ssn,C24-S,4,3,0,0.0,,12,16
control,C,ssn,C24-S,6,3,0,0.0,,12,16
control,C,ssn,C24-S,8,3,0,0.0,,12,16
control,C,ssn,C24-S,12,3,1,0.3333333333333333,1337,12,16
control,C,ssn,C24-S,16,3,2,0.6666666666666666,42;2024,12,16
control,C,ssn,C24-S,20,3,3,1.0,42;1337;2024,12,16
control,C,ssn,C24-S,24,3,3,1.0,42;1337;2024,12,16
control,C,ssn,C24-S,32,3,2,0.6666666666666666,42;2024,12,16
control,C,ssn,C24-S,48,3,2,0.6666666666666666,42;2024,12,16
control,C,ssn,C24-S,64,3,3,1.0,42;1337;2024,12,16
control,C,email,C08-E,0,3,0,0.0,,6,27
